,title_pt,title_en,title_polarity,title_subjectivity,sentiment_class
9451,produto ainda ent,product yet,0.0,0.0,neutral
9452,bom,bom,0.4,0.0,positive
9453,ótimo,excellent,1.0,1.0,positive
9454,,,,,0
9455,recomendado,recommended,0.0,0.0,neutral
9456,otimo,great,0.8,0.75,positive
9457,produto véi faltando,old product missing,-0.05,0.125,negative
9458,faltando produto,missing product,-0.2,0.05,negative
9459,bom,bom,0.4,0.0,positive
9460,produto errado,wrong product,-0.5,0.9,negative
9461,zero,zero,0.0,0.0,neutral
9462,bom sim,good yes,0.7,0.6000000000000001,positive
9463,ótimo,excellent,1.0,1.0,positive
9464,estrelas,stars,0.0,0.0,neutral
9465,faltou itens entrega,missing items delivery,-0.2,0.05,negative
9466,bom,bom,0.4,0.0,positive
9467,qualidade ruim produto,bad product quality,-0.6999999999999998,0.6666666666666666,negative
9468,recebi produto,I received product,0.0,0.0,neutral
9469,boa,boa,0.4,0.0,positive
9470,recomendo,I recommend,0.0,0.0,neutral
9471,agilidade,agility,0.0,0.0,neutral
9472,boa,boa,0.4,0.0,positive
9473,bom,bom,0.4,0.0,positive
9474,bom,bom,0.4,0.0,positive
9475,gostei,I liked,0.6,0.8,positive
9476,entrega rápida,fast delivery,0.2,0.6,neutral
9477,produto nao entregue,product not delivered,0.0,0.0,neutral
9478,bom produto,good product,0.7,0.6000000000000001,positive
9479,produto entregue antes,product delivered before,0.0,0.0,neutral
9480,positiva,positive,0.22727272727272727,0.5454545454545454,neutral
9481,produto defeito,defect product,0.0,0.0,neutral
9482,péssimo,terrible,-1.0,1.0,negative
9483,ótimo,excellent,1.0,1.0,positive
9484,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
9485,atenção sobre entrega,attention about delivery,0.0,0.0,neutral
9486,ruim,roomy,0.0,0.0,neutral
9487,ótimo qualidade,great quality,0.8,0.75,positive
9488,normal,normal,0.15,0.6499999999999999,neutral
9489,ótimo,excellent,1.0,1.0,positive
9490,recebi produto,I received product,0.0,0.0,neutral
9491,duvidosa,dubious,0.0,0.0,neutral
9492,produto ok,ok product,0.5,0.5,positive
9493,atraso grande,big delay,0.0,0.1,neutral
9494,xxc,xxc,0.0,0.0,neutral
9495,t,t,0.0,0.0,neutral
9496,legal preço,nice price,0.6,1.0,positive
9497,relógio bom,good watch,0.7,0.6000000000000001,positive
9498,produto excelente,excellent product,1.0,1.0,positive
9499,produto horrível,horrible product,-1.0,1.0,negative
9500,positiva,positive,0.22727272727272727,0.5454545454545454,neutral
9501,ótima compra,Great buy,0.8,0.75,positive
9502,lindos,beautiful,0.85,1.0,positive
9503,recomendo,I recommend,0.0,0.0,neutral
9504,ja pedi devolucao,ja pedi devolved,0.0,0.0,neutral
9505,ótimo,excellent,1.0,1.0,positive
9506,excelente,great,0.8,0.75,positive
9507,recomendo,I recommend,0.0,0.0,neutral
9508,entrega prazo,delivery deadline,0.0,0.0,neutral
9509,ok,ok,0.5,0.5,positive
9510,recomendo,I recommend,0.0,0.0,neutral
9511,recomendo,I recommend,0.0,0.0,neutral
9512,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9513,menos,any less,-0.16666666666666666,0.06666666666666667,negative
9514,recomend,recomend,0.0,0.0,neutral
9515,excelência,excellence,0.0,0.0,neutral
9516,recomendado,recommended,0.0,0.0,neutral
9517,gostei bolso externo,I liked the external pocket,0.3,0.45,positive
9518,suporte tv,TV support,0.0,0.0,neutral
9519,recomendo,I recommend,0.0,0.0,neutral
9520,ótima,excellent,1.0,1.0,positive
9521,horrivel,horrible,-1.0,1.0,negative
9522,entrega rápida,fast delivery,0.2,0.6,neutral
9523,otimo,great,0.8,0.75,positive
9524,otimo produto,great product,0.8,0.75,positive
9525,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9526,perfeito,Perfect,1.0,1.0,positive
9527,otimo,great,0.8,0.75,positive
9528,boa,boa,0.4,0.0,positive
9529,ótima,excellent,1.0,1.0,positive
9530,recomendo,I recommend,0.0,0.0,neutral
9531,bom produto,good product,0.7,0.6000000000000001,positive
9532,recomendo,I recommend,0.0,0.0,neutral
9533,tudo ótima qualidade,all great quality,0.8,0.75,positive
9534,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9535,excelente,great,0.8,0.75,positive
9536,recomendo,I recommend,0.0,0.0,neutral
9537,bom,bom,0.4,0.0,positive
9538,,,,,0
9539,excelente,great,0.8,0.75,positive
9540,produto confome anúncio,product as advertised,0.0,0.0,neutral
9541,bom,bom,0.4,0.0,positive
9542,ótimo,excellent,1.0,1.0,positive
9543,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9544,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9545,entrega rapida,fast delivery,0.2,0.6,neutral
9546,avarias prateleira,shelf malfunctions,0.0,0.0,neutral
9547,bom,bom,0.4,0.0,positive
9548,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9549,loja americana culpada,guilty american store,-0.25,0.5,negative
9550,boa,boa,0.4,0.0,positive
9551,ruin,ruin,0.0,0.0,neutral
9552,otimo,great,0.8,0.75,positive
9553,bom,bom,0.4,0.0,positive
9554,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9555,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9556,ok,ok,0.5,0.5,positive
9557,recomendo,I recommend,0.0,0.0,neutral
9558,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9559,pratico rápido,I practice fast,0.2,0.6,neutral
9560,,,,,0
9561,rápido correto,fast correct,0.2,0.6,neutral
9562,falta informação,missing information,-0.2,0.05,negative
9563,bom,bom,0.4,0.0,positive
9564,insatisfação,dissatisfaction,0.0,0.0,neutral
9565,satisfação,satisfaction,0.0,0.0,neutral
9566,bom,bom,0.4,0.0,positive
9567,bom,bom,0.4,0.0,positive
9568,bom,bom,0.4,0.0,positive
9569,ótimo,excellent,1.0,1.0,positive
9570,xxxx,xxxx,0.0,0.0,neutral
9571,ótima,excellent,1.0,1.0,positive
9572,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9573,bonito,bonito,0.0,0.0,neutral
9574,atenção,Warning,0.0,0.0,neutral
9575,produto faltando,missing product,-0.2,0.05,negative
9576,bom,bom,0.4,0.0,positive
9577,recomendo,I recommend,0.0,0.0,neutral
9578,produto bacana,nice product,0.6,1.0,positive
9579,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9580,tudo certo sempre,all right always,0.2857142857142857,0.5357142857142857,neutral
9581,bom,bom,0.4,0.0,positive
9582,bom,bom,0.4,0.0,positive
9583,nao problemas,No problems,0.0,0.0,neutral
9584,bom,bom,0.4,0.0,positive
9585,recebimento,receipt,0.0,0.0,neutral
9586,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9587,ótimo,excellent,1.0,1.0,positive
9588,otimo,great,0.8,0.75,positive
9589,parabéns lannister,lannister parabens,0.0,0.0,neutral
9590,produto pequeno,small product,-0.25,0.4,negative
9591,recebi produto diferente,I received different product,0.0,0.6,neutral
9592,ok,ok,0.5,0.5,positive
9593,pior experiência evite,worst experience avoid,-1.0,1.0,negative
9594,desagradavel,unpleasant,-0.6499999999999999,0.95,negative
9595,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9596,ok tudo certo recomendo,"ok, everything ok, I recommend",0.5,0.5,positive
9597,bom,bom,0.4,0.0,positive
9598,paguei recebi,I paid I received,0.0,0.0,neutral
9599,entrega boa,good delivery,0.7,0.6000000000000001,positive
9600,sei pra pôr,I know to put,0.0,0.0,neutral
9601,recomendo,I recommend,0.0,0.0,neutral
9602,pessimo,very bad,-0.9099999999999998,0.8666666666666667,negative
9603,,,,,0
9604,ótimo,excellent,1.0,1.0,positive
9605,avaliação entrega,evaluation delivery,0.0,0.0,neutral
9606,entrega,delivery,0.0,0.0,neutral
9607,,,,,0
9608,tudo ok,everything is OK,0.5,0.5,positive
9609,recomendo,I recommend,0.0,0.0,neutral
9610,recomendo,I recommend,0.0,0.0,neutral
9611,produto top,top product,0.5,0.5,positive
9612,ótimo,excellent,1.0,1.0,positive
9613,recomendo,I recommend,0.0,0.0,neutral
9614,termômetro portátil,portable thermometer,0.0,0.0,neutral
9615,boa,boa,0.4,0.0,positive
9616,recebi antes prazo,I received before deadline,0.0,0.0,neutral
9617,perfeito,Perfect,1.0,1.0,positive
9618,quero devolver produto,I want to return product,0.0,0.0,neutral
9619,satisfeita,satisfied,0.5,1.0,positive
9620,boa,boa,0.4,0.0,positive
9621,bom,bom,0.4,0.0,positive
9622,recomendo,I recommend,0.0,0.0,neutral
9623,recomendo,I recommend,0.0,0.0,neutral
9624,ótimo,excellent,1.0,1.0,positive
9625,,,,,0
9626,produto veio diferente,product came different,0.0,0.6,neutral
9627,lindo relógio,beautiful watch,0.85,1.0,positive
9628,bom,bom,0.4,0.0,positive
9629,comprei produtos rece,I bought products recently,0.0,0.25,neutral
9630,recomendo,I recommend,0.0,0.0,neutral
9631,bom,bom,0.4,0.0,positive
9632,boa qualidade,good quality,0.7,0.6000000000000001,positive
9633,recomendo,I recommend,0.0,0.0,neutral
9634,recomendo,I recommend,0.0,0.0,neutral
9635,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9636,produto maravilhoso,wonderful product,1.0,1.0,positive
9637,produto mal feito,poorly made product,-0.4,0.6,negative
9638,recomendo,I recommend,0.0,0.0,neutral
9639,boa,boa,0.4,0.0,positive
9640,entrega rápida,fast delivery,0.2,0.6,neutral
9641,recomendo,I recommend,0.0,0.0,neutral
9642,ótimo,excellent,1.0,1.0,positive
9643,ótimo produto,great product,0.8,0.75,positive
9644,excelente,great,0.8,0.75,positive
9645,recomendo tá aprovado,I recommend it's approved,0.0,0.0,neutral
9646,otimo,great,0.8,0.75,positive
9647,cuidado imagem,care image,0.0,0.0,neutral
9648,recomendo,I recommend,0.0,0.0,neutral
9649,ótimo,excellent,1.0,1.0,positive
9650,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9651,bom,bom,0.4,0.0,positive
9652,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9653,entrega super rápida,super fast delivery,0.26666666666666666,0.6333333333333333,neutral
9654,otimo,great,0.8,0.75,positive
9655,excelente,great,0.8,0.75,positive
9656,satisfeito,pleased,0.5,1.0,positive
9657,bandeja,tray,0.0,0.0,neutral
9658,comportamento correto,correct behavior,0.0,0.0,neutral
9659,produto defeito,defect product,0.0,0.0,neutral
9660,boa,boa,0.4,0.0,positive
9661,mercadoria incorreta,incorrect merchandise,0.0,0.0,neutral
9662,produto errado,wrong product,-0.5,0.9,negative
9663,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9664,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9665,ótimo atendimento,great service,0.8,0.75,positive
9666,recomendo,I recommend,0.0,0.0,neutral
9667,,,,,0
9668,recomendo,I recommend,0.0,0.0,neutral
9669,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9670,perfeito,Perfect,1.0,1.0,positive
9671,excelente,great,0.8,0.75,positive
9672,ótima,excellent,1.0,1.0,positive
9673,bom,bom,0.4,0.0,positive
9674,bom,bom,0.4,0.0,positive
9675,nota,use,0.0,0.0,neutral
9676,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9677,boa loja,good shop,0.7,0.6000000000000001,positive
9678,produto avarias,product malfunctions,0.0,0.0,neutral
9679,bom produto,good product,0.7,0.6000000000000001,positive
9680,recomendo loja,recommend store,0.0,0.0,neutral
9681,excelente,great,0.8,0.75,positive
9682,excelente,great,0.8,0.75,positive
9683,bom,bom,0.4,0.0,positive
9684,nota dez,grade A,0.0,0.0,neutral
9685,recomendo,I recommend,0.0,0.0,neutral
9686,tudo ok,everything is OK,0.5,0.5,positive
9687,nota,use,0.0,0.0,neutral
9688,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9689,super satisfeita,super satisfied,0.41666666666666663,0.8333333333333333,positive
9690,,,,,0
9691,bom,bom,0.4,0.0,positive
9692,bom,bom,0.4,0.0,positive
9693,chateado atraso,upset late,-0.3,0.6,negative
9694,recebimento parcial,partial receipt,-0.1,0.3,negative
9695,loja nota,store note,0.0,0.0,neutral
9696,excelente,great,0.8,0.75,positive
9697,confiança,confidence,0.0,0.0,neutral
9698,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9699,super recomendavel,super recomendavel,0.3333333333333333,0.6666666666666666,positive
9700,otimo,great,0.8,0.75,positive
9701,recomendo,I recommend,0.0,0.0,neutral
9702,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9703,recomendo,I recommend,0.0,0.0,neutral
9704,recomendo,I recommend,0.0,0.0,neutral
9705,,,,,0
9706,entrega,delivery,0.0,0.0,neutral
9707,ótimo,excellent,1.0,1.0,positive
9708,ótimo,excellent,1.0,1.0,positive
9709,recomendo,I recommend,0.0,0.0,neutral
9710,otima,kidnaps,0.0,0.0,neutral
9711,avaliação,assessment,0.0,0.0,neutral
9712,positiva,positive,0.22727272727272727,0.5454545454545454,neutral
9713,boa,boa,0.4,0.0,positive
9714,otimo,great,0.8,0.75,positive
9715,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9716,rede dormir,hammock,0.0,0.0,neutral
9717,recomendo,I recommend,0.0,0.0,neutral
9718,bom,bom,0.4,0.0,positive
9719,produto avariado,damaged product,0.0,0.0,neutral
9720,ótimo preço qualidade,great price quality,0.8,0.75,positive
9721,nao recomendo,I do not recommend,0.0,0.0,neutral
9722,produto boa qualidade,good quality product,0.7,0.6000000000000001,positive
9723,boa,boa,0.4,0.0,positive
9724,super confiável,super reliable,0.3333333333333333,0.6666666666666666,positive
9725,recebi produto,I received product,0.0,0.0,neutral
9726,quero produto,I want product,0.0,0.0,neutral
9727,boa,boa,0.4,0.0,positive
9728,zero,zero,0.0,0.0,neutral
9729,excelente,great,0.8,0.75,positive
9730,ótimo,excellent,1.0,1.0,positive
9731,bom,bom,0.4,0.0,positive
9732,ótimo,excellent,1.0,1.0,positive
9733,recomendo,I recommend,0.0,0.0,neutral
9734,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
9735,rack bike,rack bike,0.0,0.0,neutral
9736,ótima,excellent,1.0,1.0,positive
9737,,,,,0
9738,recomendo,I recommend,0.0,0.0,neutral
9739,bom,bom,0.4,0.0,positive
9740,pasta amendoim,peanut butter,0.0,0.0,neutral
9741,ótima loja,great store,0.8,0.75,positive
9742,recomendo,I recommend,0.0,0.0,neutral
9743,parabens,parabens,0.0,0.0,neutral
9744,otimo,great,0.8,0.75,positive
9745,rápida entrega,quick delivery,0.3333333333333333,0.5,positive
9746,entregue,delivered,0.0,0.0,neutral
9747,ótimo,excellent,1.0,1.0,positive
9748,perfeito,Perfect,1.0,1.0,positive
9749,chegou antes prazo,arrived before deadline,0.0,0.0,neutral
9750,gostei,I liked,0.6,0.8,positive
9751,recomendo produto,recommend product,0.0,0.0,neutral
9752,pontualidade excelente,excellent punctuality,1.0,1.0,positive
9753,ótimo,excellent,1.0,1.0,positive
9754,jogo lençol,sheet game,-0.4,0.4,negative
9755,recebi entrega ok,I received delivery ok,0.5,0.5,positive
9756,boa loja,good shop,0.7,0.6000000000000001,positive
9757,chegou antes prazo,arrived before deadline,0.0,0.0,neutral
9758,gostei,I liked,0.6,0.8,positive
9759,produto incompleto,incomplete product,0.0,0.0,neutral
9760,falta produto,missing product,-0.2,0.05,negative
9761,,,,,0
9762,ótimo,excellent,1.0,1.0,positive
9763,bom,bom,0.4,0.0,positive
9764,perfeito,Perfect,1.0,1.0,positive
9765,ss,ss,0.0,0.0,neutral
9766,produto entregue,product delivered,0.0,0.0,neutral
9767,luminárias,lamps,0.0,0.0,neutral
9768,produto excelente,excellent product,1.0,1.0,positive
9769,tudo correto,all right,0.2857142857142857,0.5357142857142857,neutral
9770,bom,bom,0.4,0.0,positive
9771,incompetência,incompetence,0.0,0.0,neutral
9772,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9773,otimo,great,0.8,0.75,positive
9774,produto ótima qualidad,great quality product,0.8,0.75,positive
9775,nota,use,0.0,0.0,neutral
9776,produto,product,0.0,0.0,neutral
9777,recomendo sim,yes I recommend,0.0,0.0,neutral
9778,ótima,excellent,1.0,1.0,positive
9779,,,,,0
9780,adorei,I loved it,0.7,0.8,positive
9781,recomendo,I recommend,0.0,0.0,neutral
9782,muiito bom,very good,0.9099999999999999,0.7800000000000001,positive
9783,nao chegou,did not arrive,0.0,0.0,neutral
9784,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9785,adaptador v p v,adapter v p v,0.0,0.0,neutral
9786,ainda dúvidas,still doubts,0.0,0.0,neutral
9787,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9788,relógio original,original watch,0.375,0.75,positive
9789,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9790,,,,,0
9791,ok,ok,0.5,0.5,positive
9792,excelente atendimento,excellent service,1.0,1.0,positive
9793,bom,bom,0.4,0.0,positive
9794,fabuloso,fabulous,0.4,1.0,positive
9795,recomendo,I recommend,0.0,0.0,neutral
9796,boa,boa,0.4,0.0,positive
9797,boa,boa,0.4,0.0,positive
9798,produto entregue prazo,product delivered deadline,0.0,0.0,neutral
9799,bom,bom,0.4,0.0,positive
9800,adorei,I loved it,0.7,0.8,positive
9801,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9802,excelente loja,excellent store,1.0,1.0,positive
9803,recomendo,I recommend,0.0,0.0,neutral
9804,,,,,0
9805,produto qualidade,product quality,0.0,0.0,neutral
9806,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9807,,,,,0
9808,entrega rapida,fast delivery,0.2,0.6,neutral
9809,geny souza,souza genes,0.0,0.0,neutral
9810,bom,bom,0.4,0.0,positive
9811,recomendo,I recommend,0.0,0.0,neutral
9812,excelente,great,0.8,0.75,positive
9813,boa,boa,0.4,0.0,positive
9814,compra pendente,pending purchase,0.0,0.0,neutral
9815,péssimo,terrible,-1.0,1.0,negative
9816,amei,loved it,0.7,0.8,positive
9817,bom,bom,0.4,0.0,positive
9818,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9819,produto errado,wrong product,-0.5,0.9,negative
9820,ótimo,excellent,1.0,1.0,positive
9821,bom,bom,0.4,0.0,positive
9822,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9823,excelente,great,0.8,0.75,positive
9824,nãoque recomende s,I don't recommend it,0.0,0.0,neutral
9825,anúncio ambíguo dá errado,ambiguous ad goes wrong,-0.5,0.9,negative
9826,vou devolver produto,I will return product,0.0,0.0,neutral
9827,maravilhoso,amazing,0.6000000000000001,0.9,positive
9828,,,,,0
9829,recomendo,I recommend,0.0,0.0,neutral
9830,recomendo sim,yes I recommend,0.0,0.0,neutral
9831,bom,bom,0.4,0.0,positive
9832,bom,bom,0.4,0.0,positive
9833,regular,regular,0.0,0.07692307692307693,neutral
9834,legal,legal,0.2,0.2,neutral
9835,otimo,great,0.8,0.75,positive
9836,recomendo,I recommend,0.0,0.0,neutral
9837,atendimento péssimo,bad service,-0.6999999999999998,0.6666666666666666,negative
9838,recomendo,I recommend,0.0,0.0,neutral
9839,cumpre prazo,meets deadline,0.0,0.0,neutral
9840,otima,kidnaps,0.0,0.0,neutral
9841,otimo,great,0.8,0.75,positive
9842,ótima,excellent,1.0,1.0,positive
9843,bom,bom,0.4,0.0,positive
9844,ótima loja,great store,0.8,0.75,positive
9845,recebi produto,I received product,0.0,0.0,neutral
9846,excelente,great,0.8,0.75,positive
9847,produto errado,wrong product,-0.5,0.9,negative
9848,recomendo,I recommend,0.0,0.0,neutral
9849,regular,regular,0.0,0.07692307692307693,neutral
9850,pedido incompleto,incomplete order,0.0,0.0,neutral
9851,,,,,0
9852,excelente,great,0.8,0.75,positive
9853,bom,bom,0.4,0.0,positive
9854,bom,bom,0.4,0.0,positive
9855,,,,,0
9856,produto entregue,product delivered,0.0,0.0,neutral
9857,nota dez,grade A,0.0,0.0,neutral
9858,produto ruim,bad product,-0.6999999999999998,0.6666666666666666,negative
9859,,,,,0
9860,recomento,I recommend,0.0,0.0,neutral
9861,,,,,0
9862,tudo ok,everything is OK,0.5,0.5,positive
9863,nao esperava,I didn't expect,0.0,0.0,neutral
9864,rapido entrega,fast delivery,0.2,0.6,neutral
9865,produto bom,good product,0.7,0.6000000000000001,positive
9866,ótimo produto,great product,0.8,0.75,positive
9867,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9868,satisfatorio,satisfactory,0.0,0.0,neutral
9869,comentários,comments,0.0,0.0,neutral
9870,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9871,péssima qualidade,bad quality,-0.6999999999999998,0.6666666666666666,negative
9872,nome incompleto,incomplete name,0.0,0.0,neutral
9873,gostei,I liked,0.6,0.8,positive
9874,juliana,juliana,0.0,0.0,neutral
9875,tudo ok,everything is OK,0.5,0.5,positive
9876,anúncio ambíguo dá errado,ambiguous ad goes wrong,-0.5,0.9,negative
9877,entrega recebida,delivery received,0.0,0.0,neutral
9878,ainda vi produto,I still saw product,0.0,0.0,neutral
9879,otimo,great,0.8,0.75,positive
9880,excelente,great,0.8,0.75,positive
9881,,,,,0
9882,bom,bom,0.4,0.0,positive
9883,super atrasado,super late,0.016666666666666663,0.6333333333333333,neutral
9884,excelente,great,0.8,0.75,positive
9885,boa,boa,0.4,0.0,positive
9886,ok ok,ok ok,0.5,0.5,positive
9887,recomendo vendedor,recommend seller,0.0,0.0,neutral
9888,ótimo,excellent,1.0,1.0,positive
9889,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9890,produto dias atraso,product days late,-0.3,0.6,negative
9891,otimo,great,0.8,0.75,positive
9892,boa,boa,0.4,0.0,positive
9893,,,,,0
9894,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
9895,produto ok,ok product,0.5,0.5,positive
9896,lindo moderno,cute modern,0.35,0.65,positive
9897,produto bom,good product,0.7,0.6000000000000001,positive
9898,produto excelente,excellent product,1.0,1.0,positive
9899,ótima,excellent,1.0,1.0,positive
9900,péssima qualidade prod,bad product quality,-0.6999999999999998,0.6666666666666666,negative
9901,perfeito,Perfect,1.0,1.0,positive
9902,chegou faltando,arrived missing,-0.2,0.05,negative
9903,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9904,produto errado,wrong product,-0.5,0.9,negative
9905,excelente,great,0.8,0.75,positive
9906,gustavo santos,gustavo santos,0.0,0.0,neutral
9907,produto ok,ok product,0.5,0.5,positive
9908,ótima compra,Great buy,0.8,0.75,positive
9909,compro,bought,0.0,0.0,neutral
9910,bom,bom,0.4,0.0,positive
9911,recomendo,I recommend,0.0,0.0,neutral
9912,produto mp bom,good mp product,0.7,0.6000000000000001,positive
9913,bom,bom,0.4,0.0,positive
9914,filha adorou,daughter loved it,0.7,0.8,positive
9915,otimo vendedor,great seller,0.8,0.75,positive
9916,bom,bom,0.4,0.0,positive
9917,tudo correto contento,everything correct happy,0.8,1.0,positive
9918,pessimo,very bad,-0.9099999999999998,0.8666666666666667,negative
9919,satisfeito,pleased,0.5,1.0,positive
9920,bom pratico,good practice,0.7,0.6000000000000001,positive
9921,ótimo lugar pra comprar,great place to buy,0.8,0.75,positive
9922,película serviu,movie served,0.0,0.0,neutral
9923,produto identificação,product identification,0.0,0.0,neutral
9924,amei,loved it,0.7,0.8,positive
9925,recebi produto,I received product,0.0,0.0,neutral
9926,horrível,horrible,-1.0,1.0,negative
9927,produto enviado eh,product sent eh,0.0,0.0,neutral
9928,boa perfeita,good perfect,0.85,0.8,positive
9929,boa,boa,0.4,0.0,positive
9930,mto bom,very good,0.9099999999999999,0.7800000000000001,positive
9931,avaliação entrega,evaluation delivery,0.0,0.0,neutral
9932,excelente,great,0.8,0.75,positive
9933,bom,bom,0.4,0.0,positive
9934,bom,bom,0.4,0.0,positive
9935,pedido incomplete,incomplete request,0.0,0.0,neutral
9936,amei,loved it,0.7,0.8,positive
9937,entrega antes prazo,delivery before deadline,0.0,0.0,neutral
9938,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
9939,recomendo,I recommend,0.0,0.0,neutral
9940,,,,,0
9941,ótimo,excellent,1.0,1.0,positive
9942,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9943,parcialmente entregue,partially delivered,-0.1,0.3,negative
9944,pedido incompleto,incomplete order,0.0,0.0,neutral
9945,qualidade,quality,0.0,0.0,neutral
9946,nao chegou completo,did not arrive complete,0.1,0.4,neutral
9947,ótima compra,Great buy,0.8,0.75,positive
9948,boa,boa,0.4,0.0,positive
9949,ótimo produto,great product,0.8,0.75,positive
9950,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9951,recebi produto def,I received def product,0.0,0.0,neutral
9952,entrega produto,product delivery,0.0,0.0,neutral
9953,extremamente satisfeito,extremely satisfied,0.5,1.0,positive
9954,funcionou corretamente,it worked correctly,0.0,0.0,neutral
9955,boa,boa,0.4,0.0,positive
9956,top,top,0.5,0.5,positive
9957,bom,bom,0.4,0.0,positive
9958,recomendo,I recommend,0.0,0.0,neutral
9959,rapido,quick,0.3333333333333333,0.5,positive
9960,recomendo,I recommend,0.0,0.0,neutral
9961,ruim,roomy,0.0,0.0,neutral
9962,excelente,great,0.8,0.75,positive
9963,nao sei,do not know,0.0,0.0,neutral
9964,ótimo produto,great product,0.8,0.75,positive
9965,bonito,bonito,0.0,0.0,neutral
9966,recebi todos produ,I received all products,0.0,0.0,neutral
9967,recomendo,I recommend,0.0,0.0,neutral
9968,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
9969,recomendo,I recommend,0.0,0.0,neutral
9970,super recomendo s,I highly recommend,0.16,0.5399999999999999,neutral
9971,recomendo,I recommend,0.0,0.0,neutral
9972,recomendadíssimo,highly recommended,0.16,0.5399999999999999,neutral
9973,produto entregue errado,product delivered wrong,-0.5,0.9,negative
9974,faça leve,make it light,0.4,0.7,positive
9975,desfavorável,unfavorable,0.0,0.0,neutral
9976,ruim,roomy,0.0,0.0,neutral
9977,recomendo,I recommend,0.0,0.0,neutral
9978,ruim,roomy,0.0,0.0,neutral
9979,ok profissional,ok professional,0.3,0.3,positive
9980,bom,bom,0.4,0.0,positive
9981,produto ok,ok product,0.5,0.5,positive
9982,ótimo,excellent,1.0,1.0,positive
9983,recomendado,recommended,0.0,0.0,neutral
9984,péssima loja comprem,bad store buy,-0.6999999999999998,0.6666666666666666,negative
9985,produto nao entregue,product not delivered,0.0,0.0,neutral
9986,bom,bom,0.4,0.0,positive
9987,,,,,0
9988,sim recomendo,yes I recommend,0.0,0.0,neutral
9989,excelente,great,0.8,0.75,positive
9990,recomendo,I recommend,0.0,0.0,neutral
9991,produto defeito,defect product,0.0,0.0,neutral
9992,nota dez bom,note ten good,0.35,0.30000000000000004,positive
9993,bom,bom,0.4,0.0,positive
9994,entrega dias,delivery days,0.0,0.0,neutral
9995,elefante buba,bouba elephant,0.0,0.0,neutral
9996,confiável,reliable,0.0,0.0,neutral
9997,ótima entrega,great delivery,0.8,0.75,positive
9998,otimoooo,otimoooo,0.0,0.0,neutral
9999,coroas,crowns,0.0,0.0,neutral
10000,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
10001,bom ótimo,good great,0.75,0.675,positive
10002,produto veio trocado,product came exchanged,0.0,0.0,neutral
10003,sensacional,sensational,0.6666666666666666,0.6666666666666666,positive
10004,péssima qualidade,bad quality,-0.6999999999999998,0.6666666666666666,negative
10005,ótima,excellent,1.0,1.0,positive
10006,bom,bom,0.4,0.0,positive
10007,reprovável,reprehensible,0.0,0.0,neutral
10008,bom,bom,0.4,0.0,positive
10009,produto estoque,stock product,0.0,0.0,neutral
10010,ótimo,excellent,1.0,1.0,positive
10011,boa,boa,0.4,0.0,positive
